,Name,Class,Rating,Total Rater,Price,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub
1059,FELIZ GUESTHOUSE HOTEL,3-star hotel,4.1,(417),"IDR 203,891",Surabaya,True,False,False,False,False,False,False
1060,Cassa Hotel,3-star hotel,4,(681),"IDR 275,805",Surabaya,True,False,False,False,False,False,False
1061,Griyo Avi Hotel,3-star hotel,3.8,(788),"IDR 220,000",Surabaya,True,False,False,False,False,True,False
1062,International Home Stay,3-star hotel,4.1,(112),"IDR 241,521",Surabaya,True,False,False,False,False,False,False
1063,Amaris Hotel Darmo Surabaya,3-star hotel,4.4,"(2,574)","IDR 303,810",Surabaya,True,False,False,False,False,True,False
1064,MOSCHA Hotel Surabaya Gubeng,3-star hotel,4.3,(514),"IDR 251,500",Surabaya,True,False,False,False,False,True,False
1066,Omah Semampir at MERR by StayKu,3-star hotel,4,(21),"IDR 156,759",Surabaya,True,False,False,False,False,False,False
1067,Hotel De Ritz Residence,3-star hotel,4.1,(310),"IDR 204,292",Surabaya,True,False,False,False,False,False,False
1068,Kana Citra Guesthouse,3-star hotel,4.4,(350),"IDR 259,650",Surabaya,True,False,True,False,False,True,False
1069,Urbanview Hotel Grand Sumatera Surabaya,3-star hotel,4,(132),"IDR 295,797",Surabaya,True,False,False,False,False,True,False
1070,family guest house kupang baru,3-star hotel,3.9,(62),"IDR 200,396",Surabaya,True,False,False,False,False,False,False
1073,HOTEL MIRA INN RUNGKUT INDUSTRI,3-star hotel,4.2,(386),"IDR 280,000",Surabaya,True,False,False,False,False,False,False
1075,Kokonut Guesthouse,3-star hotel,4.4,(297),"IDR 200,000",Surabaya,True,False,False,False,False,True,False
1076,Citra Suites,3-star hotel,3.9,(205),"IDR 165,451",Surabaya,True,False,False,False,False,False,False
1077,Griyo Avi Hotel,3-star hotel,3.8,(787),"IDR 220,000",Surabaya,True,False,False,False,False,True,False
1078,Kokonut Guesthouse,3-star hotel,4.4,(297),"IDR 200,000",Surabaya,True,False,False,False,False,True,False
1079,Kost Grha Rahadi2,3-star hotel,4.3,(56),"IDR 84,128",Surabaya,False,False,False,False,False,False,False
1080,Style50 Homestay,3-star hotel,4.6,(168),"IDR 225,000",Surabaya,True,False,False,False,False,False,False
1083,Hotel Dibino,3-star hotel,3.2,(238),"IDR 69,614",Surabaya,True,False,False,False,False,False,False
1086,OYO 204 Blessing Residence,3-star hotel,4.5,(61),"IDR 121,486",Surabaya,True,False,False,False,False,False,False
1088,RedDoorz near Taman Flora,3-star hotel,3.9,(120),"IDR 126,743",Surabaya,True,False,False,False,False,False,False
1091,Novotel Surabaya - Hotel & Suites,4-star hotel,4.5,"(6,738)","IDR 598,355",Surabaya,True,False,True,True,True,False,True
1092,Garden Palace Hotel Surabaya,4-star hotel,4.3,"(7,082)","IDR 400,350",Surabaya,True,True,False,True,True,False,False
1093,Garden Palace Hotel Surabaya,4-star hotel,4.3,"(7,082)","IDR 331,398",Surabaya,True,True,False,True,True,False,False
1094,Best Western Papilio Hotel,4-star hotel,4.5,"(9,030)","IDR 469,579",Surabaya,True,True,True,True,True,False,False
1095,Tunjungan Hotel,4-star hotel,4.2,"(3,363)","IDR 407,089",Surabaya,True,False,True,True,True,False,True
1096,Novotel Samator East Surabaya Hotel,4-star hotel,4.6,"(7,122)","IDR 561,588",Surabaya,True,True,True,True,True,False,False
1097,Novotel Surabaya - Hotel & Suites,4-star hotel,4.5,"(6,739)","IDR 532,400",Surabaya,True,False,True,True,True,False,True
1098,HARRIS Hotel & Conventions Bundaran Satelit Surabaya,4-star hotel,4.7,"(1,778)","IDR 437,438",Surabaya,True,False,True,True,True,True,False
1099,Fairfield by Marriott Surabaya,4-star hotel,4.4,"(5,553)","IDR 665,972",Surabaya,True,True,True,True,True,False,False
1100,Grand Darmo Suite by Amithya,4-star hotel,4.3,"(3,916)","IDR 297,412",Surabaya,True,True,True,True,True,False,False
1101,Grand Inna Tunjungan,4-star hotel,4.4,"(2,722)","IDR 370,610",Surabaya,True,True,True,True,True,False,False
1102,Crown Prince Hotel Surabaya,4-star hotel,4.4,"(4,334)","IDR 340,411",Surabaya,True,False,True,True,True,True,False
1103,The Alana Surabaya,4-star hotel,4.5,"(6,032)","IDR 476,424",Surabaya,True,False,True,True,True,False,True
1104,ibis Styles Surabaya Jemursari,4-star hotel,4.5,"(5,376)","IDR 451,409",Surabaya,True,True,True,True,True,False,False
1105,The Alana Surabaya,4-star hotel,4.5,"(6,032)","IDR 476,424",Surabaya,True,False,True,True,True,False,True
1106,HARRIS Hotel & Conventions Gubeng - Surabaya,4-star hotel,4.5,"(9,853)","IDR 455,438",Surabaya,True,False,True,True,True,False,True
1107,Surabaya Suites Hotel,4-star hotel,4.4,"(6,166)","IDR 391,063",Surabaya,True,False,True,True,True,False,True
1108,Grand Dafam Signature Surabaya,4-star hotel,4.7,"(4,531)","IDR 708,124",Surabaya,True,False,False,True,True,True,False
1109,Hotel Aria Centra Surabaya,4-star hotel,4.5,"(4,307)","IDR 504,900",Surabaya,True,False,False,True,False,True,False
1110,Hotel Santika Premiere Gubeng,4-star hotel,4.5,"(7,784)","IDR 526,588",Surabaya,True,False,False,True,True,True,False
1111,Java Paragon Hotel & Residences,4-star hotel,4.5,"(4,646)","IDR 419,966",Surabaya,True,True,True,True,True,False,False
1112,Four Points by Sheraton Surabaya,4-star hotel,4.7,"(7,345)","IDR 1,017,174",Surabaya,True,False,True,True,True,True,False
1113,OYO 449 The Colins,4-star hotel,4.4,(529),"IDR 95,347",Surabaya,True,False,False,False,False,False,False
1114,"Holiday Inn Express Surabaya Centerpoint, an IHG Hotel",4-star hotel,4.4,"(3,211)","IDR 524,491",Surabaya,True,False,False,False,True,True,False
1115,"Four Points by Sheraton Surabaya, Pakuwon Indah",4-star hotel,4.8,"(1,037)","IDR 1,055,740",Surabaya,True,True,True,False,True,True,False
1116,Verwood Hotel,4-star hotel,4.4,"(5,044)","IDR 398,701",Surabaya,True,False,True,True,True,False,True
1117,Midtown Residence Surabaya,4-star hotel,4.6,"(2,039)","IDR 467,010",Surabaya,True,False,True,True,True,True,False
1119,TS Suites Surabaya,4-star hotel,4.5,"(1,294)","IDR 636,862",Surabaya,True,False,False,True,True,True,True
1121,Rock Hotel,4-star hotel,4.2,(551),"IDR 235,447",Surabaya,False,False,False,False,False,True,False
1122,JW Marriott Hotel Surabaya,5-star hotel,4.7,"(14,856)","IDR 1,149,500",Surabaya,True,False,True,True,True,False,True
1123,Shangri-La Surabaya,5-star hotel,4.7,"(10,137)","IDR 1,208,720",Surabaya,True,False,True,True,True,False,True
1124,Ciputra World Hotel Surabaya,5-star hotel,4.7,"(4,071)","IDR 753,323",Surabaya,True,False,True,True,True,False,True
1125,Wyndham Surabaya,5-star hotel,4.5,"(6,418)","IDR 558,511",Surabaya,True,False,True,True,True,False,True
1126,JW Marriott Hotel Surabaya,5-star hotel,4.7,"(14,857)","IDR 1,136,865",Surabaya,True,False,True,True,True,False,True
1127,Vasa Hotel Surabaya,5-star hotel,4.6,"(13,100)","IDR 934,218",Surabaya,True,True,True,False,True,True,False
1128,Sheraton Surabaya Hotel & Towers,5-star hotel,4.7,"(11,259)","IDR 1,136,865",Surabaya,True,False,True,True,True,False,True
1129,DoubleTree by Hilton Surabaya,5-star hotel,4.7,"(2,357)","IDR 986,244",Surabaya,True,True,True,False,True,True,False
1130,Oakwood Hotel & Residence Surabaya,5-star hotel,4.7,"(2,310)","IDR 829,552",Surabaya,True,True,True,True,True,False,False
1131,Grand Mercure Surabaya City,5-star hotel,4.7,"(2,154)","IDR 1,020,807",Surabaya,True,True,True,True,True,False,False
1132,Hotel Majapahit Surabaya,5-star hotel,4.7,"(5,511)","IDR 845,680",Surabaya,True,False,True,True,True,False,True
1133,Shangri-La Surabaya,5-star hotel,4.7,"(10,137)","IDR 1,208,720",Surabaya,True,False,True,True,True,False,True
1134,Ascott Waterplace Surabaya,5-star hotel,4.6,"(4,224)","IDR 1,402,300",Surabaya,True,False,True,False,True,True,False
1135,The Westin Surabaya,5-star hotel,4.8,(949),"IDR 1,960,200",Surabaya,True,True,False,False,True,True,False
1136,Bumi Surabaya City Resort,5-star hotel,4.7,"(11,660)","IDR 690,697",Surabaya,True,False,True,True,True,False,True
1137,Grand Kebonsari - Guest House & Homestay Syari'ah,5-star hotel,4.5,(227),"IDR 271,510",Surabaya,True,False,False,False,False,False,False
1138,ibis budget Bandung Asia Afrika,2-star hotel,4.2,"(4,151)","IDR 269,037",Bandung,True,False,False,False,False,True,False
1139,RedDoorz Plus near Asia Afrika 3,2-star hotel,4.2,(425),"IDR 151,111",Bandung,False,False,False,False,False,False,False
1140,ibis budget Bandung Asia Afrika,2-star hotel,4.2,"(4,151)","IDR 268,665",Bandung,True,False,False,False,False,True,False
1141,POP! Hotel Festival Citylink - Bandung,2-star hotel,4.3,"(4,306)","IDR 371,583",Bandung,True,False,True,False,True,True,False
1142,Dago's Hill Hotel,2-star hotel,4.3,(213),"IDR 185,089",Bandung,True,False,True,False,False,False,False
1143,The Regia by Ultimo,2-star hotel,4.2,(426),"IDR 209,535",Bandung,True,False,False,False,False,False,False
1144,Vio Hotel Cihampelas,2-star hotel,4,"(1,355)","IDR 245,925",Bandung,True,False,False,False,False,True,False
1145,Zodiak Sutami Hotel,2-star hotel,3.9,(851),"IDR 202,527",Bandung,True,False,False,False,False,True,False
1146,favehotel Braga Bandung,2-star hotel,4.2,"(4,205)","IDR 406,926",Bandung,True,False,False,True,False,True,False
1147,Lotus Hotel,2-star hotel,4,(763),"IDR 247,985",Bandung,True,False,False,False,False,True,False
1148,Cottonwood Bed & Breakfast House Bandung,2-star hotel,4.5,(687),"IDR 547,646",Bandung,True,False,False,False,False,True,False
1149,Amaris Hotel Setiabudhi Bandung,2-star hotel,4.4,"(2,167)","IDR 290,262",Bandung,True,False,False,False,False,True,False
1150,VIO Hotel Westhoff,2-star hotel,4.2,"(1,055)","IDR 315,410",Bandung,True,False,False,False,False,False,False
1151,Zodiak @ Asia Afrika Hotel Bandung,2-star hotel,3.9,"(1,602)","IDR 260,411",Bandung,True,False,False,False,False,True,False
1152,Wirton Dago Hotel,2-star hotel,4,"(1,110)","IDR 189,022",Bandung,True,False,False,False,False,True,False
1153,OYO 1446 Patradisa Hotel,2-star hotel,3.9,(363),"IDR 171,027",Bandung,True,False,False,False,False,False,False
1154,Hotel Nyland Pasteur,2-star hotel,4,"(1,315)","IDR 340,632",Bandung,True,False,True,False,False,False,False
1155,favehotel Hyper Square,2-star hotel,4.3,"(4,302)","IDR 324,589",Bandung,True,False,False,False,False,True,False
1156,Yokotel,2-star hotel,4.3,(538),"IDR 219,843",Bandung,True,False,False,False,False,False,False
1157,Zodiak Kebonkawung Hotel Bandung,2-star hotel,3.7,"(1,783)","IDR 282,534",Bandung,True,False,False,False,False,True,False
1158,RedDoorz Plus near Asia Afrika 3,2-star hotel,4.2,(426),"IDR 140,028",Bandung,False,False,False,False,False,False,False
1159,Wisma Joglo,2-star hotel,4.3,(586),"IDR 229,927",Bandung,True,False,False,False,False,True,False
1160,Amaris Hotel Cimanuk,2-star hotel,4.3,"(1,389)","IDR 567,629",Bandung,True,False,False,False,False,True,False
1161,dPalma Hotel,2-star hotel,4.1,(538),"IDR 301,480",Bandung,True,False,False,False,False,False,False
1162,Citarum Hotel,2-star hotel,4.4,"(1,327)","IDR 570,001",Bandung,True,True,True,False,True,True,False
1163,OYO 794 Ln 9 Bandung Guest House,2-star hotel,4.4,(430),"IDR 170,068",Bandung,True,False,False,False,False,True,False
1164,Hotel Serena,2-star hotel,3.8,"(1,146)","IDR 288,593",Bandung,True,False,False,False,False,False,False
1165,Hotel Augusta,2-star hotel,4.1,(758),"IDR 272,768",Bandung,True,False,True,False,False,True,False
1166,Patradissa hotel Bandung,2-star hotel,4,(615),"IDR 175,000",Bandung,True,False,False,False,False,False,False
1167,Hotel Victory,2-star hotel,4.1,(311),"IDR 382,499",Bandung,True,False,False,False,False,True,False
1168,OYO Flagship 90501 Hotel Montameri,2-star hotel,3.9,(301),"IDR 126,037",Bandung,True,False,False,False,False,False,False
1169,Kembang Hotel,2-star hotel,4.1,"(1,073)","IDR 561,907",Bandung,True,False,False,False,False,True,False
1170,OYO 3429 Sentra Paskal,2-star hotel,4.1,(70),"IDR 175,772",Bandung,True,False,False,False,False,False,False
1171,The Posters Hotel Mice,2-star hotel,4.1,"(2,115)","IDR 196,539",Bandung,True,False,False,False,False,True,False
1172,OYO 3209 Hegarbudhi Residence,2-star hotel,4.7,(101),"IDR 134,183",Bandung,True,False,False,False,False,False,False
1173,Bumi Sawunggaling Hotel,2-star hotel,4.2,(684),"IDR 348,770",Bandung,True,False,False,False,False,True,False
1174,Zodiak Kebonjati Hotel Bandung,2-star hotel,3.6,(501),"IDR 324,000",Bandung,True,False,False,False,False,False,False
1175,OYO 249 Hotel Astria Graha,2-star hotel,4,(947),"IDR 129,989",Bandung,True,False,False,False,False,False,False
1176,OYO 196 Horizone Residence,2-star hotel,4.1,(283),"IDR 110,296",Bandung,True,False,False,False,False,False,False
1177,Tulip Guest House,2-star hotel,4.5,(782),"IDR 356,390",Bandung,False,False,False,False,False,False,False
1178,OYO 3822 Mine Home,2-star hotel,4.3,(314),"IDR 217,637",Bandung,True,False,False,False,False,True,False
1179,Hotel Paniisan,2-star hotel,4.1,(203),"IDR 397,353",Bandung,True,False,False,False,False,True,False
1180,OYO 3955 Hotel Bumi Kitri Pramuka,2-star hotel,3.9,"(1,012)","IDR 95,481",Bandung,True,False,False,False,False,True,False
1181,Hotel Alqueby,2-star hotel,4.3,"(1,212)","IDR 276,464",Bandung,True,False,False,False,False,True,False
1183,RedDoorz @ Hotel Arimbi Dewi Sartika Baru,2-star hotel,3.9,"(1,004)","IDR 160,313",Bandung,True,False,False,False,False,True,False
1184,OYO 3908 Fenway Kostel,2-star hotel,4.1,(37),"IDR 99,325",Bandung,True,False,False,False,False,False,False
1186,dbest express,2-star hotel,4.3,(821),"IDR 284,824",Bandung,True,False,False,False,False,False,False
1187,I Residence Bandung,2-star hotel,4.2,(264),"IDR 252,791",Bandung,False,False,False,False,False,False,False
1192,Image Hotel & Resto,2-star hotel,3.8,(480),"IDR 151,397",Bandung,True,False,False,False,False,True,False
1193,RedDoorz near Telkom Corporate University,2-star hotel,3.1,(261),"IDR 132,970",Bandung,True,False,False,False,False,False,False
1194,RedDoorz near Gedung Sate 2,2-star hotel,4.5,(478),"IDR 174,563",Bandung,False,False,False,False,False,False,False
1200,OYO 1608 Feby Maisonatte,2-star hotel,3.2,(239),"IDR 88,929",Bandung,True,False,False,False,False,False,False
1201,RedDoorz @ Buah Batu,2-star hotel,4.5,(215),"IDR 129,963",Bandung,True,False,False,False,False,False,False
1203,Hotel Lodaya Syariah Bandung RedPartner,2-star hotel,3.7,(509),"IDR 132,250",Bandung,True,False,False,False,False,False,False
1207,Dago's Hill Hotel,2-star hotel,4.3,(213),"IDR 185,089",Bandung,True,False,True,False,False,False,False
1208,The Regia by Ultimo,2-star hotel,4.2,(426),"IDR 209,535",Bandung,True,False,False,False,False,False,False
1209,Cottonwood Bed & Breakfast House Bandung,2-star hotel,4.5,(687),"IDR 547,646",Bandung,True,False,False,False,False,True,False
1210,VIO Hotel Westhoff,2-star hotel,4.2,"(1,055)","IDR 315,410",Bandung,True,False,False,False,False,False,False
1211,The Ethnic Hotel Bandung,2-star hotel,3.3,(142),"IDR 141,473",Bandung,True,False,False,False,False,True,False
1212,Hotel Benua,2-star hotel,4.1,"(2,223)","IDR 216,329",Bandung,False,False,False,False,False,True,False
1213,Bobobox Dago,2-star hotel,4.7,(687),"IDR 247,832",Bandung,True,False,False,False,False,False,False
1214,OYO 259 Galaxy Inn,2-star hotel,4,(622),"IDR 163,736",Bandung,True,False,False,False,False,False,False
1215,Vio Hotel Surapati Bandung,2-star hotel,4.2,(913),"IDR 300,000",Bandung,True,False,False,False,False,True,False
1216,Airy Eco Pasteur Cipedes Tengah,2-star hotel,4.2,(376),"IDR 105,315",Bandung,True,False,False,False,False,False,False
1217,Naraya house,2-star hotel,4.1,(145),"IDR 182,259",Bandung,True,False,False,False,False,False,False
1218,Casa d'Ladera,2-star hotel,4.3,(853),"IDR 251,480",Bandung,True,False,False,False,False,True,False
1219,Ghotic Hotel,2-star hotel,4.2,"(1,886)","IDR 266,960",Bandung,True,False,False,False,False,True,False
1220,Vio Hotel Veteran,2-star hotel,4,(925),"IDR 225,063",Bandung,True,False,False,False,False,True,False
1221,RedDoorz Hostel @ Dago 2,2-star hotel,4.3,(421),"IDR 201,876",Bandung,True,False,True,False,False,True,False
1222,RedDoorz near Alun Alun Bandung 3,2-star hotel,4.2,(205),"IDR 132,022",Bandung,False,False,False,False,False,False,False
1223,"INAP at Capsule Hostel Bandung, Grand Asia Afrika",2-star hotel,4.4,(622),"IDR 250,000",Bandung,False,False,False,False,False,False,False
1224,Hotel Corsica,2-star hotel,4.1,(521),"IDR 232,135",Bandung,False,False,False,False,False,False,False
1225,Hotel Nyland Cipaganti,2-star hotel,4.2,(352),"IDR 299,880",Bandung,True,False,False,False,False,True,False
1226,UTC Hotel Bandung,2-star hotel,4.4,(646),"IDR 436,069",Bandung,True,False,False,False,False,True,False
1227,Elenor's Home,2-star hotel,4.4,(359),"IDR 94,679",Bandung,False,False,False,False,False,False,False
1228,Hotel Setrasari Bandung,2-star hotel,4.2,(375),"IDR 293,520",Bandung,True,False,False,False,False,False,False
1229,Hi Quality Guest House,2-star hotel,4.2,(295),"IDR 179,992",Bandung,True,False,False,False,False,False,False
1230,Orange Home Syariah,2-star hotel,4.2,(546),"IDR 139,724",Bandung,True,False,False,False,False,False,False
1231,Hotel Yehezkiel Surapati RedPartner,2-star hotel,4.1,"(1,214)","IDR 319,394",Bandung,True,False,False,False,False,True,False
1232,Pavilion Rumah Teras,2-star hotel,4.5,(270),"IDR 377,309",Bandung,False,False,True,False,False,False,False
1233,Wisma Asia Busindo Bandung,2-star hotel,4.1,(322),"IDR 106,401",Bandung,False,False,False,False,False,False,False
1234,Hyper Inn,2-star hotel,3.9,(547),"IDR 316,790",Bandung,True,False,False,False,False,False,False
1235,New Moonlight Hotel Bandung,2-star hotel,4.2,(788),"IDR 224,821",Bandung,True,False,False,False,False,True,False
1236,Villa Balong Bho,2-star hotel,4,(478),"IDR 105,887",Bandung,True,False,False,False,False,False,False
1237,Aristo Residence,2-star hotel,4.6,(128),"IDR 276,165",Bandung,False,False,False,False,False,False,False
1238,Latief Inn,2-star hotel,4.3,(423),"IDR 318,429",Bandung,True,False,False,False,False,True,False
1239,Rossan Villa Hotel near Sersan Bajuri RedPartner,2-star hotel,4.3,(30),"IDR 170,000",Bandung,False,False,False,False,False,False,False
1240,Veleza Hotel,2-star hotel,4.3,(491),"IDR 299,999",Bandung,False,False,False,False,False,False,False
1241,Verona Residence (now closed ),2-star hotel,4.1,(163),"IDR 77,762",Bandung,True,False,False,False,False,False,False
1242,La Nostalgie Boutique Hotel Bandung,2-star hotel,4.3,(302),"IDR 472,413",Bandung,True,False,False,False,False,True,False
1243,Intech Hostel,2-star hotel,4.2,(495),"IDR 195,863",Bandung,True,False,False,False,False,False,False
1244,Mine Home Hotel by sovia,2-star hotel,4.3,(419),"IDR 393,361",Bandung,True,False,True,False,False,True,False
1245,Bantal Guling Guesthouse Trans,2-star hotel,3.7,(886),"IDR 119,562",Bandung,False,False,False,False,False,False,False
1246,Kristalia Hotel,2-star hotel,3.6,(230),"IDR 444,444",Bandung,True,False,False,False,False,False,False
1248,New-B Hotel,2-star hotel,3.4,(379),"IDR 235,818",Bandung,True,False,False,False,False,False,False
1249,Cihampelas 1 Hotel,2-star hotel,3.8,(517),"IDR 434,280",Bandung,True,False,False,False,False,True,False
1250,De Orange Residence Guest House,2-star hotel,3.8,(67),"IDR 228,747",Bandung,False,False,False,False,False,False,False
1251,OYO 90042 Emerald Towers,2-star hotel,3.6,(28),"IDR 114,060",Bandung,False,False,False,False,False,False,False
1252,OYO 1085 Jarrdin Apartment Cihampelas,2-star hotel,4,"(3,813)","IDR 529,281",Bandung,True,False,True,False,False,False,False
1253,Selaras Guest House & Restaurant,2-star hotel,4.5,(899),"IDR 725,177",Bandung,True,False,False,False,False,True,False
1254,Hotel Unik,2-star hotel,3.5,(464),"IDR 109,184",Bandung,False,False,False,False,False,True,False
1255,Home at 33 B&B,2-star hotel,4.4,(13),"IDR 248,160",Bandung,False,False,False,False,False,False,False
1257,Sky City Home,2-star hotel,4.2,(340),"IDR 160,867",Bandung,True,False,False,False,False,False,False
1259,RedDoorz @ Lodaya,2-star hotel,4.1,(39),"IDR 119,025",Bandung,False,False,False,False,False,False,False
1260,Hotel Salon Fora &LongHill Cafe Fora,2-star hotel,4.1,(706),"IDR 265,000",Bandung,True,False,False,True,False,True,False
1261,Hotel Mitra Mutiara Inn,2-star hotel,4,(113),"IDR 152,550",Bandung,True,False,False,False,False,False,False
1262,OYO 1210 Nice Guesthouse,2-star hotel,4.4,(167),"IDR 250,000",Bandung,True,False,False,False,False,False,False
1264,butternut tree townhomes,2-star hotel,4.4,(141),"IDR 1,350,000",Bandung,True,False,False,False,False,False,False
1265,Sa'ci Guest House,2-star hotel,4.5,(96),"IDR 885,416",Bandung,False,False,False,False,False,False,False
1267,RedDoorz @ Supratman Street,2-star hotel,3.9,(324),"IDR 178,460",Bandung,True,False,False,False,False,True,False
1268,RedDoorz near Gedung Sate 3,2-star hotel,3.9,(106),"IDR 179,011",Bandung,False,False,False,False,False,False,False
1270,OYO 230 Maleo Residence,2-star hotel,3.9,(799),"IDR 93,564",Bandung,False,False,False,False,False,False,False
1274,Grand Kembar Hotel,2-star hotel,4,(396),"IDR 140,284",Bandung,False,False,False,False,False,False,False
1276,OYO 2947 Cluster Harris Home Stay & Kos,2-star hotel,4.2,(260),"IDR 163,663",Bandung,True,False,False,False,False,False,False
1279,Bumi Resik Family Homestay,2-star hotel,4.2,(47),"IDR 662,768",Bandung,True,False,False,False,False,False,False
1289,Bee M Guesthouse,2-star hotel,4,(219),"IDR 100,380",Bandung,True,False,False,False,False,False,False
1292,Wisma Dago 11,2-star hotel,4.1,(252),"IDR 176,782",Bandung,False,False,False,False,False,False,False
1297,RedDoorz near Trans Studio Mall 2,2-star hotel,4.4,(334),"IDR 159,006",Bandung,False,False,False,False,False,False,False
1302,RedDoorz Plus @ Karapitan Street,2-star hotel,4.9,(68),"IDR 189,278",Bandung,False,False,False,False,False,False,False
1307,D&D Backpackers Guesthouse,2-star hotel,4.4,(259),"IDR 885,416",Bandung,False,False,False,False,False,False,False
1308,OYO 2183 Cibeureum Residence,2-star hotel,3.5,(26),"IDR 95,624",Bandung,True,False,False,False,False,False,False
1321,OYO 3463 Cimahi Guest House,2-star hotel,4.2,(136),"IDR 118,410",Bandung,True,False,False,False,False,False,False
1329,RedDoorz Syariah near BTC Fashion Mall,2-star hotel,3.5,(254),"IDR 91,615",Bandung,False,False,False,False,False,False,False
1332,RedDoorz @ Buah Batu 2,2-star hotel,4.1,(139),"IDR 113,274",Bandung,True,False,False,False,False,False,False
1341,OYO 3462 Cimindi Residence,2-star hotel,4,(267),"IDR 136,270",Bandung,True,False,False,False,False,False,False
1354,OYO 3406 Pandu Prima Guest House,2-star hotel,3.6,(41),"IDR 234,530",Bandung,True,False,False,False,False,False,False
1356,ibis Bandung Pasteur,3-star hotel,4.4,"(4,983)","IDR 499,988",Bandung,True,True,False,False,False,True,False
1357,The Dago Highland Resort and Spa,3-star hotel,4.2,"(1,878)","IDR 588,207",Bandung,True,False,True,False,False,True,False
1358,Tebu Hotel,3-star hotel,4.2,"(2,884)","IDR 360,383",Bandung,True,False,False,False,False,True,False
1359,Bali World Hotel,3-star hotel,4.2,"(3,027)","IDR 385,862",Bandung,True,False,True,True,False,True,False
1360,ibis Bandung Trans Studio,3-star hotel,4.5,"(10,897)","IDR 599,491",Bandung,True,True,False,True,False,True,False
1361,Gumilang Regency Hotel,3-star hotel,4.3,"(5,127)","IDR 357,039",Bandung,True,True,True,True,True,False,False
1362,Grand Sovia Hotel,3-star hotel,4.2,"(3,533)","IDR 338,184",Bandung,True,False,True,True,False,True,False
1363,Hotel Daily Inn Bandung,3-star hotel,4.5,(237),"IDR 218,392",Bandung,False,False,False,False,False,True,False
1364,Bobobox Alun Alun,3-star hotel,4.7,(599),"IDR 188,874",Bandung,False,False,False,False,False,False,False
1365,Summer Hills Hotel & Villas,3-star hotel,4.3,"(2,213)","IDR 349,210",Bandung,True,False,True,False,False,True,False
1366,Serela Waringin Hotel,3-star hotel,4,"(1,437)","IDR 387,072",Bandung,True,False,True,False,False,True,False
1367,Zest Hotel Sukajadi,3-star hotel,4.4,"(4,116)","IDR 499,827",Bandung,True,False,False,False,False,True,False
1368,The Silk At Dago,3-star hotel,4.3,(965),"IDR 396,000",Bandung,True,False,True,True,False,True,False
1369,Salis Hotel,3-star hotel,4.2,"(2,486)","IDR 200,000",Bandung,True,False,False,False,False,True,False
1370,Kimaya Braga Bandung by HARRIS,3-star hotel,4.4,"(4,991)","IDR 650,124",Bandung,True,True,True,True,False,True,False
1371,Grand Viveana Hotel,3-star hotel,4.4,(755),"IDR 320,205",Bandung,True,False,False,False,False,True,False
1373,Meize City Center,3-star hotel,4.2,"(3,007)","IDR 276,017",Bandung,True,False,False,True,False,True,False
1374,Hotel 88 Bandung Kopo,3-star hotel,4.3,"(2,231)","IDR 371,029",Bandung,True,False,False,True,False,True,False
1375,The Newton Hotel,3-star hotel,4.1,"(1,735)","IDR 299,250",Bandung,True,False,False,False,False,True,False
1376,Mutiara Hotel and Convention Bandung,3-star hotel,4.2,"(1,865)","IDR 211,383",Bandung,True,False,True,False,False,True,False
1377,Atlantic City Hotel,3-star hotel,4.3,"(2,783)","IDR 383,903",Bandung,True,False,False,False,False,True,False
1378,The Cherry Homes Hotel & Residence,3-star hotel,4.2,"(1,253)","IDR 199,424",Bandung,True,False,False,False,False,True,False
1379,"Vue Palace, ARTOTEL Curated",3-star hotel,4.4,"(1,859)","IDR 353,600",Bandung,True,True,True,True,False,True,False
1380,d'best Hotel,3-star hotel,4.2,"(1,747)","IDR 290,098",Bandung,True,False,True,False,False,True,False
1381,Verona Palace Hotel,3-star hotel,4.3,"(1,086)","IDR 328,116",Bandung,True,False,False,False,False,True,False
1382,favehotel Premier - Cihampelas,3-star hotel,4.3,"(4,355)","IDR 376,916",Bandung,True,False,True,True,True,True,False
1383,Sentra Inn Bandung,3-star hotel,4.3,(357),"IDR 140,745",Bandung,True,False,False,False,False,False,False
1384,Promenade Hotel Bandung,3-star hotel,4,"(1,261)","IDR 369,609",Bandung,True,False,False,True,False,True,False
1385,V Hotel & Residence,3-star hotel,4.3,"(3,976)","IDR 334,280",Bandung,True,False,True,True,True,True,False
1386,Malaka Hotel,3-star hotel,4.4,"(3,263)","IDR 665,529",Bandung,True,False,False,False,False,True,False
1387,Kedaton Hotel,3-star hotel,4.3,"(2,545)","IDR 274,592",Bandung,True,False,True,True,True,True,False
1388,FOX HARRIS Lite Metro Indah Bandung,3-star hotel,4.3,"(3,282)","IDR 299,816",Bandung,True,True,False,True,True,True,False
1389,Hotel California,3-star hotel,4.5,"(2,510)","IDR 430,206",Bandung,True,False,False,True,False,True,False
1390,Cemerlang Hotel,3-star hotel,4.3,"(1,592)","IDR 314,813",Bandung,True,False,False,False,False,True,False
1391,Janévalla Bandung,3-star hotel,4.5,"(3,275)","IDR 754,000",Bandung,True,True,True,False,True,True,False
1392,YELLO Hotel Paskal - Bandung,3-star hotel,4.6,"(2,345)","IDR 646,053",Bandung,True,False,True,True,False,True,False
